frequency,monetary,avg_order_value,total_interactions,interaction_types_count,engagement_segment,engaged_not_purchased,purchase_frequency_rate,interaction_purchase_ratio,customer_segment,location,acquisition_channel,age,gender,is_churned,will_purchase
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,ads,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,26,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,organic,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,19,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,34,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,48,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,29,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,referral,19,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,50,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,46,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,37,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,20,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,27,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,38,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,24,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,51,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,ads,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,20,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,ads,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,30,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,referral,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,41,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,referral,39,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,53,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,referral,55,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,40,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,referral,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,organic,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,24,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,52,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,25,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,24,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,27,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,referral,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,ads,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,52,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,22,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,51,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,ads,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,50,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,54,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,22,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,48,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,referral,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,30,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,44,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,36,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,49,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,26,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,organic,26,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,55,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,referral,51,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,48,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,referral,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,28,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,39,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,33,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,31,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,50,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,referral,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,organic,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,21,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,referral,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,33,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,referral,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,ads,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,20,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,50,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,referral,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,42,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,22,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,ads,37,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,46,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,42,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,organic,36,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,28,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,28,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,29,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,21,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,referral,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,36,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,24,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,ads,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,58,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,38,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,47,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,57,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,referral,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,referral,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,35,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,47,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,25,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,42,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,37,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,37,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,organic,44,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,56,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,19,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,36,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,33,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,36,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,42,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,50,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,50,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,31,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,referral,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,54,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,50,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,42,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,referral,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,39,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,21,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,ads,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,32,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,37,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,25,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,27,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,referral,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,19,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,41,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,referral,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,45,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,referral,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,28,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,57,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,48,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,26,female,0,0
