customer_id,signup_date,customer_segment,location,acquisition_channel,age,gender
C03609,2025-07-20,high,Jaipur,ads,58,other
C03610,2024-01-27,high,Bangalore,referral,23,female
C03611,2025-09-21,medium,Chennai,ads,29,male
C03612,2024-08-18,medium,Ahmedabad,referral,48,male
C03613,2025-07-18,medium,Bhubaneswar,ads,39,male
C03614,2024-11-16,medium,Jaipur,organic,30,male
C03615,2024-08-20,medium,Pune,organic,22,male
C03616,2025-10-31,low,Mumbai,ads,25,male
C03617,2025-03-12,medium,Hyderabad,ads,25,male
C03618,2025-06-16,low,Kolkata,ads,35,male
C03619,2025-02-06,medium,Chennai,ads,36,female
C03620,2024-02-22,medium,Chennai,referral,33,female
C03621,2024-11-08,high,Kolkata,ads,34,male
C03622,2024-10-07,medium,Kolkata,ads,24,female
C03623,2025-12-26,high,Kolkata,organic,37,male
C03624,2024-01-31,medium,Mumbai,ads,47,male
C03625,2024-12-02,medium,Delhi,referral,33,female
C03626,2024-07-01,medium,Mumbai,organic,33,male
C03627,2024-01-23,low,Pune,referral,35,male
C03628,2025-06-27,medium,Delhi,referral,46,female
C03629,2025-03-21,medium,Hyderabad,ads,26,male
C03630,2024-03-14,high,Kolkata,organic,49,male
C03631,2024-01-10,low,Mumbai,organic,39,female
C03632,2025-04-28,high,Bangalore,organic,35,male
C03633,2025-03-31,medium,Pune,organic,47,female
C03634,2025-07-19,medium,Hyderabad,ads,23,male
C03635,2025-07-17,medium,Hyderabad,organic,40,male
C03636,2025-10-21,medium,Bhubaneswar,ads,39,female
C03637,2024-06-08,low,Bhubaneswar,organic,25,male
C03638,2024-01-14,high,Hyderabad,organic,39,female
C03639,2024-06-26,medium,Delhi,ads,37,female
C03640,2025-02-15,medium,Jaipur,referral,33,male
C03641,2024-02-22,high,Pune,ads,43,female
C03642,2025-02-11,medium,Bhubaneswar,ads,29,male
C03643,2024-01-22,medium,Chennai,ads,37,male
C03644,2024-01-30,medium,Kolkata,ads,33,female
C03645,2025-12-03,medium,Pune,referral,28,female
C03646,2024-09-16,medium,Hyderabad,organic,40,male
C03647,2024-07-23,low,Hyderabad,referral,32,female
C03648,2024-02-28,medium,Bangalore,organic,20,male
C03649,2025-04-15,medium,Jaipur,referral,18,male
C03650,2025-04-10,medium,Kolkata,organic,42,female
C03651,2024-01-12,high,Chennai,referral,22,female
C03652,2025-09-22,high,Ahmedabad,referral,37,male
C03653,2024-10-16,medium,Bhubaneswar,organic,35,male
C03654,2024-12-19,low,Bangalore,referral,31,male
C03655,2025-09-30,low,Hyderabad,organic,54,male
C03656,2024-03-15,high,Jaipur,organic,36,female
C03657,2025-12-16,low,Delhi,ads,42,female
C03658,2025-07-14,low,Bangalore,referral,37,female
C03659,2025-08-13,medium,Jaipur,ads,32,female
C03660,2025-03-16,low,Pune,ads,34,female
C03661,2024-08-28,medium,Pune,ads,49,male
C03662,2024-06-02,medium,Mumbai,referral,45,male
C03663,2024-04-05,medium,Bangalore,ads,54,male
C03664,2025-12-26,medium,Pune,organic,37,female
C03665,2024-10-20,medium,Hyderabad,organic,26,male
C03666,2024-07-27,medium,Pune,organic,30,female
C03667,2024-12-08,low,Jaipur,ads,23,male
C03668,2024-03-28,low,Ahmedabad,organic,42,female
C03669,2025-01-24,low,Bhubaneswar,organic,29,female
C03670,2024-11-20,low,Hyderabad,referral,18,male
C03671,2024-06-05,low,Kolkata,organic,59,female
C03672,2025-10-29,high,Jaipur,ads,29,male
C03673,2025-10-12,medium,Ahmedabad,organic,29,female
C03674,2025-09-24,medium,Pune,organic,51,male
C03675,2025-07-30,low,Chennai,organic,22,male
C03676,2025-09-10,medium,Mumbai,ads,46,male
C03677,2025-10-20,low,Ahmedabad,referral,29,male
C03678,2024-05-16,high,Pune,organic,21,female
C03679,2025-11-04,medium,Ahmedabad,organic,52,female
C03680,2025-03-03,low,Ahmedabad,ads,44,male
C03681,2025-03-27,high,Jaipur,ads,44,male
C03682,2025-09-03,medium,Chennai,ads,38,female
C03683,2024-05-20,medium,Pune,referral,40,male
C03684,2024-03-23,medium,Chennai,ads,22,male
C03685,2024-06-25,low,Bangalore,ads,36,male
C03686,2024-07-16,medium,Jaipur,referral,25,female
C03687,2025-09-15,medium,Bhubaneswar,ads,21,female
C03688,2025-07-21,high,Bhubaneswar,organic,39,female
C03689,2025-11-21,low,Ahmedabad,organic,46,male
C03690,2025-02-24,medium,Hyderabad,organic,31,female
C03691,2025-02-04,medium,Mumbai,organic,32,female
C03692,2025-11-28,low,Bangalore,organic,23,male
C03693,2025-04-15,medium,Jaipur,organic,35,female
C03694,2024-08-05,low,Hyderabad,referral,42,other
C03695,2025-12-29,medium,Delhi,referral,42,female
C03696,2025-09-23,medium,Mumbai,ads,40,female
C03697,2024-06-23,high,Bhubaneswar,referral,28,female
C03698,2024-01-23,low,Bhubaneswar,organic,28,female
C03699,2025-12-25,low,Hyderabad,referral,42,female
C03700,2024-08-22,medium,Bangalore,ads,43,female
C03701,2024-01-13,medium,Mumbai,organic,33,male
C03702,2024-04-10,low,Hyderabad,organic,30,female
C03703,2025-06-19,medium,Delhi,organic,46,female
C03704,2025-06-06,low,Jaipur,organic,31,male
C03705,2025-03-27,medium,Hyderabad,organic,42,female
C03706,2025-03-06,low,Ahmedabad,organic,33,male
C03707,2025-08-28,medium,Pune,organic,24,female
C03708,2025-12-13,medium,Ahmedabad,organic,51,female
C03709,2025-06-16,medium,Mumbai,referral,36,female
C03710,2025-12-23,low,Chennai,organic,27,female
C03711,2025-10-13,medium,Ahmedabad,organic,21,female
C03712,2024-10-19,medium,Pune,ads,22,female
C03713,2024-04-10,medium,Ahmedabad,referral,31,female
C03714,2025-05-16,medium,Hyderabad,organic,54,male
C03715,2024-10-30,low,Pune,referral,29,male
C03716,2025-06-23,low,Jaipur,organic,49,female
C03717,2025-07-06,high,Chennai,organic,33,female
C03718,2024-12-20,low,Hyderabad,organic,23,male
C03719,2024-10-29,low,Delhi,ads,30,male
C03720,2025-05-10,low,Delhi,organic,22,male
C03721,2025-10-19,medium,Mumbai,ads,26,male
C03722,2024-08-14,low,Kolkata,organic,26,female
C03723,2024-08-23,high,Ahmedabad,ads,18,male
C03724,2025-03-30,medium,Pune,organic,50,male
C03725,2024-01-13,low,Hyderabad,ads,37,female
C03726,2024-07-28,medium,Delhi,ads,28,male
C03727,2025-01-31,high,Chennai,ads,37,female
C03728,2024-04-09,low,Kolkata,organic,26,male
C03729,2024-01-31,low,Chennai,referral,18,female
C03730,2025-06-11,high,Ahmedabad,ads,64,male
C03731,2025-10-10,low,Bangalore,organic,36,male
C03732,2024-11-24,medium,Kolkata,referral,29,male
C03733,2024-06-14,medium,Bhubaneswar,ads,18,female
C03734,2025-04-03,low,Bangalore,ads,20,female
C03735,2024-04-09,medium,Bangalore,organic,51,male
C03736,2025-09-12,high,Ahmedabad,ads,50,female
C03737,2024-06-21,medium,Chennai,organic,42,male
C03738,2024-06-10,medium,Jaipur,ads,23,female
C03739,2025-12-28,medium,Delhi,ads,50,male
C03740,2024-09-19,low,Pune,ads,39,female
C03741,2024-09-30,low,Pune,organic,41,male
C03742,2024-01-03,medium,Hyderabad,referral,39,female
C03743,2024-01-28,low,Hyderabad,organic,19,female
C03744,2024-11-21,high,Bangalore,ads,23,male
C03745,2024-05-28,high,Bangalore,ads,29,male
C03746,2025-06-23,low,Jaipur,ads,41,female
C03747,2025-05-02,high,Ahmedabad,organic,21,female
C03748,2025-03-13,medium,Delhi,organic,33,female
C03749,2024-03-05,medium,Pune,organic,33,female
C03750,2024-12-21,medium,Jaipur,ads,42,female
C03751,2025-06-16,low,Pune,organic,41,male
C03752,2024-09-08,medium,Bhubaneswar,ads,24,female
C03753,2024-08-22,high,Hyderabad,ads,49,male
C03754,2024-08-14,medium,Bhubaneswar,organic,23,female
C03755,2025-06-08,medium,Delhi,organic,45,female
C03756,2024-11-08,medium,Delhi,organic,29,female
C03757,2024-02-18,medium,Ahmedabad,organic,36,female
C03758,2024-04-27,low,Kolkata,ads,37,male
C03759,2024-02-23,low,Bangalore,ads,36,female
C03760,2025-10-11,medium,Hyderabad,ads,41,female
C03761,2025-07-18,medium,Jaipur,organic,38,male
C03762,2024-02-13,medium,Ahmedabad,referral,42,male
C03763,2024-02-22,low,Jaipur,organic,39,female
C03764,2025-08-08,low,Kolkata,organic,22,male
C03765,2025-07-11,medium,Ahmedabad,ads,37,female
C03766,2025-06-08,low,Chennai,referral,29,female
C03767,2025-11-07,medium,Pune,organic,23,female
C03768,2024-04-11,high,Bangalore,ads,32,female
C03769,2025-02-01,high,Bangalore,referral,36,male
C03770,2024-05-17,medium,Bangalore,ads,37,female
C03771,2025-11-05,medium,Bhubaneswar,organic,45,male
C03772,2025-01-21,high,Hyderabad,referral,48,male
C03773,2024-04-20,medium,Ahmedabad,ads,38,female
C03774,2025-09-05,medium,Ahmedabad,ads,40,male
C03775,2024-01-17,medium,Bhubaneswar,ads,35,male
C03776,2024-06-30,medium,Delhi,referral,42,female
C03777,2025-06-19,high,Hyderabad,ads,39,male
C03778,2025-06-24,medium,Kolkata,organic,34,female
C03779,2024-06-19,medium,Kolkata,ads,56,female
C03780,2025-02-12,medium,Bangalore,organic,29,male
C03781,2025-01-12,high,Ahmedabad,organic,49,male
C03782,2024-07-06,medium,Mumbai,ads,21,male
C03783,2024-08-17,high,Delhi,organic,43,male
C03784,2024-04-28,medium,Jaipur,ads,49,male
C03785,2024-06-04,low,Bangalore,referral,18,female
C03786,2025-11-17,high,Kolkata,ads,36,female
C03787,2025-04-09,medium,Kolkata,referral,42,male
C03788,2024-04-13,high,Hyderabad,organic,37,female
C03789,2025-08-26,medium,Delhi,referral,38,male
C03790,2025-11-28,medium,Delhi,referral,36,female
C03791,2025-05-16,medium,Mumbai,organic,24,male
C03792,2025-11-23,medium,Kolkata,organic,58,male
C03793,2025-11-12,low,Pune,organic,29,female
C03794,2025-11-29,medium,Hyderabad,referral,39,male
C03795,2024-06-23,medium,Ahmedabad,referral,28,female
C03796,2025-11-04,medium,Pune,organic,18,male
C03797,2025-02-24,low,Chennai,ads,25,male
C03798,2024-05-13,low,Hyderabad,organic,20,female
C03799,2025-01-25,medium,Jaipur,ads,45,female
C03800,2025-05-15,low,Ahmedabad,referral,28,male
C03801,2025-10-26,medium,Delhi,organic,29,male
C03802,2024-02-02,low,Ahmedabad,referral,24,female
C03803,2024-02-24,low,Hyderabad,referral,35,female
C03804,2025-06-02,high,Kolkata,referral,27,female
C03805,2025-09-29,low,Chennai,organic,44,female
C03806,2024-01-12,medium,Delhi,organic,38,other
C03807,2025-06-11,medium,Pune,organic,29,male
C03808,2025-12-20,medium,Bhubaneswar,ads,43,female
C03809,2025-07-08,low,Chennai,ads,35,female
C03810,2025-01-07,medium,Mumbai,organic,35,female
C03811,2025-04-28,high,Bhubaneswar,ads,20,male
C03812,2025-10-08,low,Jaipur,organic,34,female
C03813,2024-08-15,high,Pune,organic,38,female
C03814,2025-09-14,high,Jaipur,ads,48,female
C03815,2024-11-02,medium,Ahmedabad,organic,27,male
C03816,2025-04-01,medium,Kolkata,organic,57,female
C03817,2024-06-08,medium,Ahmedabad,organic,40,female
C03818,2024-11-26,high,Kolkata,referral,19,female
C03819,2024-08-12,low,Bangalore,ads,26,female
C03820,2025-12-29,low,Bangalore,ads,49,female
C03821,2025-05-18,medium,Jaipur,ads,47,male
C03822,2025-03-31,medium,Mumbai,ads,35,male
C03823,2024-02-14,medium,Jaipur,organic,36,male
C03824,2024-08-01,medium,Bangalore,ads,23,female
C03825,2024-02-28,high,Bhubaneswar,ads,48,male
C03826,2025-10-05,high,Bhubaneswar,ads,25,female
C03827,2025-09-07,low,Mumbai,ads,43,female
C03828,2024-07-13,medium,Mumbai,ads,48,female
C03829,2025-05-03,medium,Mumbai,organic,35,female
C03830,2024-06-05,low,Jaipur,referral,44,female
C03831,2025-09-01,medium,Pune,organic,53,female
C03832,2024-08-13,medium,Hyderabad,referral,37,male
C03833,2025-02-15,medium,Delhi,organic,33,male
C03834,2024-07-23,high,Mumbai,organic,34,male
C03835,2024-03-19,low,Delhi,ads,27,male
C03836,2024-05-03,medium,Pune,organic,27,female
C03837,2025-04-15,low,Hyderabad,referral,39,male
C03838,2024-08-05,low,Mumbai,ads,33,female
C03839,2025-05-30,low,Mumbai,ads,38,male
C03840,2025-08-24,low,Mumbai,organic,20,other
C03841,2024-04-13,medium,Bhubaneswar,organic,34,male
C03842,2025-01-27,medium,Pune,organic,45,male
C03843,2025-09-22,medium,Delhi,ads,23,male
C03844,2025-10-06,medium,Kolkata,ads,35,female
C03845,2025-08-30,low,Kolkata,ads,18,male
C03846,2025-03-09,medium,Pune,referral,21,female
C03847,2024-11-26,low,Mumbai,ads,43,female
C03848,2024-05-22,low,Kolkata,referral,31,male
C03849,2025-06-23,low,Delhi,organic,53,male
C03850,2024-10-04,low,Kolkata,organic,39,female
C03851,2024-08-20,medium,Delhi,organic,40,male
C03852,2025-06-12,high,Mumbai,organic,24,female
C03853,2025-07-24,high,Mumbai,ads,31,male
C03854,2024-03-30,medium,Jaipur,ads,27,female
C03855,2025-05-06,medium,Bangalore,ads,24,female
C03856,2024-07-17,low,Bhubaneswar,ads,41,female
C03857,2024-12-27,low,Hyderabad,referral,43,male
C03858,2025-03-16,medium,Hyderabad,referral,38,female
C03859,2024-01-26,high,Ahmedabad,organic,26,female
C03860,2024-01-25,high,Bhubaneswar,organic,38,female
C03861,2025-01-28,high,Mumbai,organic,18,female
C03862,2025-05-21,medium,Hyderabad,organic,48,female
C03863,2024-10-27,medium,Delhi,ads,22,female
C03864,2024-12-04,high,Ahmedabad,ads,23,female
C03865,2024-09-23,medium,Kolkata,organic,36,male
C03866,2025-04-05,high,Kolkata,ads,37,male
C03867,2025-11-23,medium,Ahmedabad,ads,34,other
C03868,2025-03-31,medium,Bangalore,organic,23,male
C03869,2024-12-25,medium,Chennai,organic,46,female
C03870,2024-03-08,medium,Delhi,referral,18,female
C03871,2025-02-15,low,Hyderabad,ads,20,male
C03872,2025-05-05,medium,Bangalore,organic,33,male
C03873,2024-02-18,medium,Delhi,organic,22,male
C03874,2025-11-17,low,Jaipur,organic,47,female
C03875,2025-07-17,medium,Hyderabad,organic,23,male
C03876,2024-04-11,low,Jaipur,referral,50,male
C03877,2024-08-03,medium,Mumbai,organic,45,female
C03878,2025-03-13,medium,Bhubaneswar,organic,47,male
C03879,2025-11-30,high,Mumbai,organic,53,female
C03880,2025-07-22,medium,Kolkata,ads,35,female
C03881,2025-07-12,medium,Bangalore,organic,24,male
C03882,2024-06-07,high,Ahmedabad,organic,33,male
C03883,2025-05-03,medium,Mumbai,ads,29,male
C03884,2025-11-16,medium,Bangalore,ads,27,male
C03885,2024-08-29,high,Pune,organic,36,male
C03886,2024-01-05,medium,Kolkata,organic,31,female
C03887,2025-08-18,medium,Hyderabad,ads,27,female
C03888,2024-12-26,high,Bangalore,referral,32,female
C03889,2025-04-03,medium,Delhi,organic,40,male
C03890,2024-09-04,low,Hyderabad,organic,44,male
C03891,2025-07-19,medium,Kolkata,organic,18,male
C03892,2025-11-03,medium,Mumbai,ads,31,male
C03893,2025-02-25,medium,Pune,ads,33,female
C03894,2024-01-15,medium,Jaipur,ads,23,male
C03895,2025-07-26,low,Chennai,ads,33,male
C03896,2024-05-01,medium,Hyderabad,referral,36,female
C03897,2024-10-03,high,Hyderabad,referral,40,female
C03898,2025-07-11,medium,Ahmedabad,ads,35,other
C03899,2025-03-28,low,Mumbai,ads,26,male
C03900,2025-01-24,high,Hyderabad,organic,55,male
C03901,2024-10-20,low,Ahmedabad,ads,43,male
C03902,2025-07-27,low,Kolkata,ads,40,male
C03903,2025-08-20,high,Hyderabad,ads,45,female
C03904,2025-03-21,low,Pune,organic,37,female
C03905,2024-07-28,medium,Delhi,ads,47,female
C03906,2025-08-12,low,Chennai,ads,35,male
C03907,2025-12-14,medium,Kolkata,ads,35,male
C03908,2024-10-28,medium,Jaipur,organic,41,female
C03909,2024-08-10,medium,Mumbai,ads,50,female
C03910,2024-01-03,low,Mumbai,organic,50,female
C03911,2025-06-01,high,Mumbai,referral,40,female
C03912,2024-04-02,medium,Pune,ads,40,other
C03913,2025-06-03,high,Kolkata,organic,41,female
C03914,2025-03-03,medium,Hyderabad,organic,44,male
C03915,2025-05-07,medium,Pune,ads,47,female
C03916,2024-08-22,medium,Ahmedabad,organic,32,male
C03917,2025-09-11,medium,Mumbai,referral,48,male
C03918,2024-06-09,high,Jaipur,ads,38,male
C03919,2025-12-21,high,Ahmedabad,organic,41,male
C03920,2024-11-26,high,Chennai,ads,48,male
C03921,2024-11-28,medium,Hyderabad,organic,42,male
C03922,2024-02-19,low,Hyderabad,referral,44,female
C03923,2025-06-06,high,Bangalore,organic,31,female
C03924,2025-10-29,low,Jaipur,referral,49,female
C03925,2025-05-06,low,Pune,ads,41,male
C03926,2025-08-04,medium,Pune,referral,36,male
C03927,2025-11-11,medium,Bhubaneswar,organic,46,male
C03928,2024-09-28,low,Chennai,organic,60,female
C03929,2025-08-02,high,Mumbai,ads,23,female
C03930,2024-09-08,medium,Bangalore,ads,26,male
C03931,2025-07-13,medium,Ahmedabad,organic,61,female
C03932,2025-11-26,medium,Hyderabad,organic,39,female
C03933,2025-11-29,low,Bhubaneswar,organic,36,male
C03934,2024-03-30,high,Bhubaneswar,ads,33,male
C03935,2025-03-21,medium,Chennai,organic,47,female
C03936,2024-11-27,medium,Delhi,organic,61,female
C03937,2024-05-18,medium,Hyderabad,organic,28,male
C03938,2024-12-22,medium,Pune,ads,34,male
C03939,2025-08-23,medium,Ahmedabad,organic,31,female
C03940,2024-09-30,low,Mumbai,referral,42,male
C03941,2024-01-19,medium,Mumbai,organic,47,female
C03942,2024-11-06,low,Jaipur,referral,51,male
C03943,2024-06-02,medium,Delhi,ads,42,male
C03944,2025-01-24,high,Chennai,organic,60,male
C03945,2024-09-16,high,Mumbai,organic,29,female
C03946,2025-09-11,high,Bangalore,ads,26,female
C03947,2025-07-24,medium,Mumbai,ads,49,female
C03948,2024-05-04,medium,Kolkata,ads,36,male
C03949,2024-12-19,low,Bangalore,organic,21,female
C03950,2024-09-29,low,Ahmedabad,referral,31,female
C03951,2025-09-10,high,Jaipur,referral,37,male
C03952,2024-09-01,medium,Mumbai,ads,28,other
C03953,2025-03-25,medium,Pune,ads,24,female
C03954,2024-09-03,medium,Bangalore,ads,32,other
C03955,2025-06-03,high,Jaipur,organic,24,female
C03956,2024-05-20,high,Bhubaneswar,organic,41,female
C03957,2024-12-27,low,Kolkata,ads,18,female
C03958,2024-01-08,low,Kolkata,referral,35,male
C03959,2025-04-22,high,Ahmedabad,organic,40,female
C03960,2024-12-17,medium,Bangalore,ads,34,male
C03961,2025-05-09,medium,Pune,referral,45,female
C03962,2025-08-28,low,Delhi,organic,21,female
C03963,2025-03-02,medium,Pune,organic,27,female
C03964,2024-02-08,high,Jaipur,ads,31,female
C03965,2025-08-15,low,Mumbai,organic,42,male
C03966,2024-07-05,medium,Hyderabad,organic,37,female
C03967,2025-08-18,medium,Ahmedabad,organic,56,male
C03968,2025-08-22,medium,Hyderabad,organic,26,male
C03969,2024-04-02,medium,Bangalore,referral,21,female
C03970,2024-03-26,medium,Delhi,ads,52,female
C03971,2024-02-13,medium,Kolkata,ads,20,male
C03972,2024-05-16,medium,Kolkata,ads,41,male
C03973,2025-02-24,high,Bhubaneswar,referral,25,male
C03974,2024-03-14,low,Jaipur,organic,18,female
C03975,2025-07-01,high,Jaipur,organic,31,female
C03976,2025-09-04,high,Pune,referral,43,male
C03977,2025-05-26,medium,Jaipur,referral,22,female
C03978,2024-06-04,low,Pune,organic,40,male
C03979,2024-09-11,low,Pune,organic,42,female
C03980,2024-06-19,medium,Mumbai,ads,22,male
C03981,2025-12-28,medium,Ahmedabad,organic,32,other
C03982,2024-06-18,low,Hyderabad,ads,50,male
C03983,2024-11-17,medium,Mumbai,organic,41,female
C03984,2025-07-20,medium,Delhi,organic,32,female
C03985,2025-03-31,low,Delhi,ads,39,male
C03986,2025-08-25,high,Delhi,referral,28,male
C03987,2025-09-04,low,Kolkata,ads,46,male
C03988,2024-06-03,low,Kolkata,organic,46,female
C03989,2024-12-14,medium,Ahmedabad,referral,36,male
C03990,2025-03-26,low,Delhi,ads,37,female
C03991,2025-10-14,low,Bangalore,organic,25,female
C03992,2024-06-21,high,Bangalore,organic,21,male
C03993,2024-01-10,medium,Bhubaneswar,organic,31,male
C03994,2024-09-21,high,Mumbai,ads,34,female
C03995,2025-03-13,medium,Hyderabad,ads,45,male
C03996,2024-09-03,low,Kolkata,organic,44,male
C03997,2025-10-28,medium,Jaipur,organic,36,female
C03998,2025-06-29,medium,Hyderabad,organic,46,male
C03999,2025-05-13,medium,Chennai,ads,25,male
C04000,2024-05-08,low,Ahmedabad,organic,45,male
C04001,2025-11-02,high,Ahmedabad,organic,27,other
C04002,2025-08-23,medium,Delhi,referral,47,male
C04003,2025-08-27,high,Bangalore,ads,34,other
C04004,2024-11-22,medium,Delhi,organic,18,male
C04005,2025-02-07,high,Hyderabad,ads,42,male
C04006,2025-09-20,medium,Bangalore,organic,43,female
C04007,2025-08-28,medium,Delhi,ads,30,male
C04008,2025-11-05,high,Hyderabad,ads,31,male
C04009,2025-09-02,low,Chennai,ads,33,male
C04010,2025-09-16,high,Bhubaneswar,ads,18,female
C04011,2024-12-24,medium,Mumbai,organic,18,male
C04012,2025-08-25,high,Bhubaneswar,ads,48,female
C04013,2025-12-18,medium,Chennai,organic,26,female
C04014,2024-01-17,medium,Bhubaneswar,organic,53,male
C04015,2024-09-30,medium,Jaipur,referral,48,male
C04016,2025-11-15,high,Kolkata,ads,50,female
C04017,2024-04-25,medium,Kolkata,referral,28,female
C04018,2025-11-23,medium,Jaipur,organic,18,female
C04019,2024-03-31,low,Kolkata,ads,24,male
C04020,2024-03-22,medium,Hyderabad,organic,30,male
C04021,2024-11-19,medium,Kolkata,ads,18,female
C04022,2024-04-23,medium,Ahmedabad,organic,30,female
C04023,2024-02-27,medium,Ahmedabad,organic,32,female
C04024,2024-06-02,high,Bangalore,organic,22,male
C04025,2025-02-07,medium,Pune,ads,24,other
C04026,2025-09-19,medium,Chennai,organic,32,male
C04027,2024-09-22,medium,Ahmedabad,referral,38,male
C04028,2024-11-10,medium,Mumbai,organic,26,female
C04029,2025-12-15,low,Bangalore,organic,37,female
C04030,2024-02-10,high,Jaipur,organic,36,male
C04031,2024-04-14,medium,Chennai,referral,35,female
C04032,2024-07-11,low,Chennai,organic,28,male
C04033,2025-02-04,medium,Jaipur,organic,21,male
C04034,2024-10-04,medium,Pune,ads,51,female
C04035,2024-12-19,medium,Bhubaneswar,organic,41,male
C04036,2025-08-02,high,Bhubaneswar,ads,45,male
C04037,2025-12-09,medium,Delhi,organic,34,male
C04038,2024-09-12,low,Delhi,ads,33,male
C04039,2025-10-12,high,Bangalore,organic,39,male
C04040,2025-10-22,medium,Delhi,ads,18,female
C04041,2024-04-08,low,Delhi,ads,23,female
C04042,2025-08-10,low,Jaipur,ads,27,male
C04043,2024-10-08,medium,Bhubaneswar,ads,30,female
C04044,2025-02-06,medium,Delhi,referral,26,female
C04045,2024-04-18,medium,Ahmedabad,organic,38,female
C04046,2025-11-30,high,Mumbai,organic,35,male
C04047,2024-07-17,medium,Ahmedabad,ads,48,male
C04048,2024-10-29,medium,Pune,ads,59,female
C04049,2024-11-22,low,Ahmedabad,organic,22,male
C04050,2024-06-02,high,Bangalore,ads,36,male
C04051,2025-07-05,medium,Delhi,organic,36,female
C04052,2025-10-06,medium,Delhi,ads,34,male
C04053,2025-02-08,medium,Jaipur,referral,24,other
C04054,2025-04-06,high,Hyderabad,ads,25,female
C04055,2024-05-11,medium,Pune,organic,37,female
C04056,2024-03-24,low,Ahmedabad,ads,25,female
C04057,2025-02-02,medium,Hyderabad,ads,36,male
C04058,2025-09-19,medium,Chennai,organic,32,female
C04059,2024-04-18,medium,Mumbai,ads,36,female
C04060,2024-08-08,medium,Mumbai,referral,25,male
C04061,2025-07-06,medium,Bhubaneswar,organic,36,female
C04062,2025-01-02,low,Delhi,organic,26,female
C04063,2024-05-26,low,Bhubaneswar,organic,36,female
C04064,2024-04-21,medium,Jaipur,ads,48,female
C04065,2025-09-06,medium,Pune,referral,37,male
C04066,2025-07-11,low,Pune,ads,38,male
C04067,2025-05-08,medium,Chennai,organic,43,male
C04068,2025-05-19,medium,Bangalore,ads,20,male
C04069,2025-04-19,medium,Pune,ads,52,male
C04070,2024-09-27,low,Pune,ads,24,female
C04071,2025-02-24,medium,Pune,organic,43,female
C04072,2025-12-07,low,Mumbai,ads,42,male
C04073,2025-01-01,low,Bangalore,ads,25,female
C04074,2024-10-06,medium,Bangalore,organic,45,male
C04075,2024-10-09,low,Kolkata,ads,39,female
C04076,2024-02-09,low,Ahmedabad,referral,53,other
C04077,2024-07-07,medium,Jaipur,organic,36,female
C04078,2024-06-12,high,Delhi,referral,33,male
C04079,2025-06-19,high,Pune,organic,29,male
C04080,2025-06-19,medium,Pune,ads,18,female
C04081,2024-01-04,medium,Kolkata,organic,31,female
C04082,2024-10-16,medium,Delhi,organic,32,female
C04083,2025-03-08,high,Bangalore,ads,37,male
C04084,2025-04-15,low,Chennai,ads,20,male
C04085,2024-06-29,medium,Mumbai,ads,32,male
C04086,2024-09-04,medium,Pune,ads,40,female
C04087,2025-09-19,medium,Jaipur,ads,41,female
C04088,2024-10-05,medium,Jaipur,referral,18,male
C04089,2025-08-03,medium,Pune,ads,42,male
C04090,2024-09-10,medium,Jaipur,organic,32,female
C04091,2024-06-29,high,Chennai,organic,33,other
C04092,2025-11-11,low,Jaipur,organic,18,male
C04093,2025-05-23,low,Hyderabad,ads,49,male
C04094,2025-11-30,medium,Delhi,organic,36,female
C04095,2025-07-19,low,Kolkata,organic,19,male
C04096,2024-11-21,low,Kolkata,organic,38,female
C04097,2024-12-22,high,Bhubaneswar,ads,38,male
C04098,2025-10-11,low,Mumbai,organic,47,female
C04099,2025-11-10,low,Delhi,organic,31,female
C04100,2025-01-25,medium,Pune,ads,35,male
C04101,2025-09-06,high,Hyderabad,ads,28,female
C04102,2024-03-25,high,Chennai,organic,40,female
C04103,2024-11-12,high,Bhubaneswar,ads,27,male
C04104,2024-07-30,low,Mumbai,organic,26,male
C04105,2025-05-29,medium,Mumbai,referral,34,female
C04106,2025-01-18,low,Ahmedabad,organic,22,female
C04107,2025-11-21,low,Delhi,referral,51,male
C04108,2024-12-07,medium,Hyderabad,referral,54,male
C04109,2024-02-07,medium,Bangalore,ads,30,female
C04110,2025-05-25,high,Chennai,organic,21,male
C04111,2025-02-23,medium,Bhubaneswar,ads,38,female
C04112,2024-06-17,medium,Pune,organic,30,female
C04113,2024-12-08,high,Kolkata,referral,46,female
C04114,2024-11-01,high,Bhubaneswar,ads,27,female
C04115,2025-06-25,low,Jaipur,referral,40,female
C04116,2025-12-02,medium,Mumbai,ads,36,female
C04117,2025-06-20,medium,Pune,ads,28,male
C04118,2024-04-21,medium,Chennai,ads,37,female
C04119,2025-02-14,low,Hyderabad,organic,43,female
C04120,2024-07-24,medium,Bangalore,ads,35,female
C04121,2024-07-03,high,Jaipur,ads,35,female
C04122,2025-01-16,low,Pune,referral,26,female
C04123,2025-05-10,medium,Pune,ads,46,male
C04124,2025-01-13,high,Mumbai,referral,45,female
C04125,2024-02-16,medium,Delhi,referral,30,male
C04126,2025-07-04,low,Jaipur,ads,33,other
C04127,2025-06-11,medium,Mumbai,organic,49,male
C04128,2025-05-18,medium,Bhubaneswar,ads,23,male
C04129,2024-01-22,medium,Jaipur,ads,41,female
C04130,2024-07-31,low,Bangalore,organic,29,female
C04131,2024-11-05,high,Kolkata,organic,52,female
